Q1_Please_enter_your_age,Q2_What_is_your_gender,Q3_How_satisfied_are_you_with_our_service,completion_time_sec
58,Other,4.0,34
89,Female,3.0,45
18,Male,2.0,29
59,Female,4.0,97
52,Other,4.0,8
86,Male,5.0,81
11,Female,1.0,65
78,Female,3.0,33
11,Prefer not to say,1.0,36
37,Other,4.0,100
27,Male,3.0,75
89,Male,2.0,27
23,Female,5.0,67
23,Other,4.0,185
40,Female,,47
33,Female,3.0,25
64,Male,4.0,33
86,Female,3.0,35
6,Male,3.0,238
5,Male,4.0,25
51,Prefer not to say,3.0,41
73,Male,4.0,54
24,Prefer not to say,1.0,44
15,Female,3.0,23
6,Male,4.0,69
71,Male,3.0,22
16,Prefer not to say,4.0,63
24,Prefer not to say,1.0,83
9,Male,4.0,58
41,Other,4.0,12
42,Other,3.0,50
13,Prefer not to say,4.0,5
57,Male,3.0,45
48,Female,4.0,47
28,Female,5.0,52
85,Other,5.0,33
78,Other,5.0,19
34,Female,4.0,91
63,Prefer not to say,5.0,108
85,Male,4.0,43
85,Other,1.0,44
18,Male,2.0,7
13,Prefer not to say,4.0,46
44,Prefer not to say,5.0,41
70,Other,4.0,112
29,Prefer not to say,4.0,38
77,Female,,40
26,Prefer not to say,5.0,9
8,Other,4.0,95
30,Prefer not to say,3.0,65
62,Prefer not to say,3.0,96
33,Other,4.0,59
41,Other,4.0,30
79,Male,4.0,60
74,Female,,98
22,Other,5.0,26
89,Prefer not to say,3.0,48
46,Male,3.0,45
45,Prefer not to say,2.0,36
42,Female,5.0,6
38,Prefer not to say,4.0,51
21,Male,3.0,73
41,Female,4.0,116
29,Prefer not to say,5.0,90
80,Male,4.0,17
89,Prefer not to say,4.0,116
31,Female,3.0,31
61,Prefer not to say,5.0,71
35,Prefer not to say,5.0,15
10,Male,3.0,48
44,Prefer not to say,2.0,95
16,Other,4.0,66
57,Female,5.0,178
75,Male,1.0,29
14,Other,,92
49,Other,1.0,19
21,Female,1.0,109
30,Male,4.0,55
89,Other,5.0,25
66,Prefer not to say,1.0,61
50,Other,4.0,44
68,Female,,19
6,Other,3.0,49
58,Male,4.0,30
69,Other,5.0,60
55,Other,5.0,70
57,Female,4.0,243
40,Other,3.0,12
30,Other,2.0,15
33,Male,2.0,31
25,Female,5.0,68
15,Female,4.0,66
44,Female,3.0,20
15,Female,4.0,21
40,Prefer not to say,1.0,130
63,Prefer not to say,5.0,106
43,Prefer not to say,5.0,48
58,Female,4.0,34
59,Female,3.0,50
28,Prefer not to say,4.0,15
26,Female,4.0,84
73,Other,4.0,120
60,Male,4.0,48
37,Female,3.0,19
40,Other,4.0,45
24,Other,3.0,23
87,Prefer not to say,4.0,142
85,Male,2.0,155
66,Female,4.0,75
77,Female,4.0,111
30,Male,4.0,53
70,Other,4.0,167
77,Female,2.0,26
77,Female,4.0,42
44,Male,2.0,104
21,Other,4.0,15
5,Other,3.0,21
65,Other,5.0,39
47,Female,4.0,21
46,Other,5.0,59
29,Male,4.0,30
43,Prefer not to say,3.0,12
39,Prefer not to say,4.0,17
7,Male,5.0,83
48,Male,2.0,88
55,Male,4.0,35
16,Other,3.0,33
23,Male,4.0,89
48,Female,4.0,107
63,Prefer not to say,4.0,30
53,Female,2.0,51
65,Female,4.0,49
21,Other,5.0,43
78,Other,4.0,88
61,Prefer not to say,4.0,43
59,Other,4.0,39
51,Other,5.0,17
16,Prefer not to say,4.0,13
66,Male,5.0,40
84,Prefer not to say,5.0,67
87,Prefer not to say,2.0,51
12,Male,5.0,124
25,Male,2.0,35
85,Prefer not to say,2.0,78
84,Male,4.0,56
74,Male,4.0,130
76,Prefer not to say,2.0,63
29,Male,5.0,81
86,Female,2.0,40
16,Other,4.0,18
19,Other,3.0,109
63,Prefer not to say,2.0,132
30,Male,5.0,112
30,Female,5.0,62
51,Male,5.0,97
36,Male,5.0,45
14,Male,4.0,87
20,Prefer not to say,2.0,193
75,Other,5.0,18
21,Other,1.0,74
27,Female,,54
30,Female,1.0,141
89,Male,3.0,62
11,Female,4.0,56
18,Female,4.0,25
83,Female,5.0,35
11,Male,5.0,50
13,Male,4.0,24
52,Other,5.0,64
76,Prefer not to say,3.0,63
63,Male,4.0,118
86,Other,5.0,57
43,Female,1.0,21
22,Female,4.0,31
63,Prefer not to say,5.0,50
21,Male,4.0,65
18,Prefer not to say,4.0,117
35,Other,5.0,93
28,Prefer not to say,,47
64,Prefer not to say,4.0,52
49,Female,3.0,47
7,Female,4.0,127
41,Female,3.0,72
47,Other,4.0,91
44,Other,4.0,35
59,Male,2.0,8
43,Male,5.0,46
19,Female,3.0,24
8,Female,5.0,31
29,Prefer not to say,3.0,24
17,Male,5.0,53
86,Prefer not to say,3.0,127
37,Other,4.0,20
20,Other,5.0,70
46,Other,4.0,76
70,Male,1.0,33
59,Other,4.0,59
46,Male,2.0,66
38,Female,2.0,35
34,Prefer not to say,,109
17,Prefer not to say,5.0,12
17,Other,5.0,34
22,Prefer not to say,4.0,38
36,Other,3.0,41
43,Male,5.0,60
50,Other,5.0,64
33,Other,5.0,37
66,Prefer not to say,4.0,54
66,Prefer not to say,5.0,40
61,Male,,183
20,Prefer not to say,5.0,143
60,Male,,63
14,Prefer not to say,3.0,62
34,Other,4.0,59
29,Female,3.0,95
88,Prefer not to say,4.0,31
9,Prefer not to say,3.0,98
69,Prefer not to say,3.0,44
53,Male,4.0,13
7,Male,4.0,166
49,Prefer not to say,3.0,15
18,Male,4.0,86
34,Male,4.0,89
72,Male,4.0,34
22,Male,5.0,27
66,Male,4.0,60
41,Other,5.0,59
29,Prefer not to say,2.0,29
52,Female,4.0,31
69,Prefer not to say,3.0,85
57,Female,2.0,83
83,Female,1.0,59
77,Male,1.0,85
19,Prefer not to say,4.0,21
53,Prefer not to say,4.0,44
72,Male,5.0,30
16,Female,5.0,23
63,Other,3.0,112
41,Male,4.0,60
65,Female,4.0,39
47,Female,5.0,41
74,Female,3.0,50
43,Female,2.0,100
60,Other,4.0,22
67,Male,3.0,23
50,Other,5.0,184
15,Prefer not to say,4.0,1
66,Other,4.0,156
81,Prefer not to say,3.0,36
29,Male,5.0,68
75,Other,4.0,21
56,Prefer not to say,5.0,57
8,Male,4.0,37
63,Male,,23
76,Female,1.0,68
24,Prefer not to say,3.0,95
67,Other,5.0,92
58,Other,3.0,16
78,Male,3.0,77
61,Female,4.0,81
45,Female,2.0,78
7,Female,5.0,101
10,Male,4.0,20
9,Male,3.0,101
9,Prefer not to say,4.0,110
58,Other,4.0,125
51,Other,4.0,29
53,Prefer not to say,3.0,84
13,Prefer not to say,4.0,175
24,Male,1.0,13
65,Other,4.0,66
39,Other,2.0,25
54,Other,1.0,21
86,Male,4.0,20
66,Male,4.0,111
21,Prefer not to say,5.0,110
7,Male,5.0,16
36,Male,5.0,206
17,Other,5.0,37
77,Other,3.0,81
72,Prefer not to say,1.0,78
18,Male,4.0,53
15,Other,3.0,92
60,Other,2.0,7
71,Prefer not to say,3.0,122
33,Other,2.0,23
13,Prefer not to say,4.0,31
71,Other,4.0,36
29,Prefer not to say,,28
80,Prefer not to say,5.0,62
46,Prefer not to say,5.0,61
13,Female,,61
83,Female,4.0,22
44,Male,4.0,47
29,Male,4.0,20
9,Other,4.0,38
15,Female,4.0,112
63,Prefer not to say,3.0,62
83,Male,4.0,45
42,Male,2.0,28
76,Prefer not to say,4.0,42
9,Prefer not to say,1.0,168
52,Female,5.0,16
22,Prefer not to say,4.0,76
74,Male,4.0,48
41,Male,4.0,118
64,Female,4.0,5
52,Other,5.0,57
81,Female,4.0,30
32,Male,4.0,120
73,Female,5.0,101
81,Other,4.0,54
85,Male,,70
44,Prefer not to say,3.0,61
49,Male,,8
66,Prefer not to say,4.0,31
62,Male,5.0,131
71,Other,1.0,131
60,Prefer not to say,,79
44,Male,4.0,83
44,Prefer not to say,4.0,45
81,Male,4.0,37
37,Other,3.0,36
10,Female,5.0,14
23,Other,5.0,64
84,Female,4.0,31
44,Male,4.0,39
63,Other,2.0,68
63,Other,4.0,83
52,Female,4.0,48
45,Other,5.0,25
17,Female,4.0,56
49,Female,1.0,76
57,Female,,64
46,Other,3.0,39
67,Prefer not to say,4.0,46
31,Male,4.0,34
42,Other,5.0,11
64,Prefer not to say,4.0,33
11,Female,4.0,33
9,Prefer not to say,2.0,9
49,Prefer not to say,5.0,118
62,Male,4.0,12
35,Prefer not to say,5.0,25
27,Other,5.0,25
46,Male,3.0,49
14,Male,5.0,39
36,Male,3.0,63
57,Female,5.0,77
34,Female,2.0,49
43,Male,4.0,100
35,Male,4.0,33
86,Female,,38
6,Female,4.0,15
82,Female,5.0,52
81,Female,5.0,57
16,Female,2.0,24
43,Female,4.0,55
70,Other,5.0,59
17,Female,,54
50,Prefer not to say,4.0,135
31,Prefer not to say,4.0,32
21,Male,4.0,61
64,Prefer not to say,4.0,44
68,Prefer not to say,4.0,104
39,Other,5.0,37
74,Female,4.0,29
87,Female,2.0,26
34,Prefer not to say,4.0,64
75,Female,4.0,33
78,Female,5.0,19
67,Male,,53
32,Male,4.0,105
64,Other,4.0,77
83,Male,5.0,37
41,Female,5.0,24
26,Female,5.0,34
72,Other,4.0,128
24,Prefer not to say,,47
72,Other,4.0,97
68,Female,,20
21,Prefer not to say,4.0,58
16,Male,5.0,64
26,Other,1.0,55
21,Prefer not to say,4.0,38
14,Other,5.0,30
69,Male,4.0,18
26,Prefer not to say,3.0,76
86,Other,2.0,45
54,Male,4.0,15
18,Female,4.0,20
68,Prefer not to say,5.0,89
51,Male,5.0,13
33,Other,5.0,183
80,Female,1.0,132
40,Other,5.0,73
56,Prefer not to say,4.0,38
80,Male,3.0,20
11,Other,3.0,78
33,Other,4.0,26
15,Male,1.0,138
37,Prefer not to say,3.0,76
10,Prefer not to say,5.0,73
83,Prefer not to say,4.0,74
36,Female,3.0,19
55,Female,5.0,77
79,Prefer not to say,4.0,45
62,Other,2.0,100
30,Male,5.0,47
50,Other,5.0,150
33,Female,2.0,17
8,Male,5.0,48
85,Other,5.0,62
17,Prefer not to say,4.0,46
43,Other,3.0,83
19,Male,4.0,41
33,Other,4.0,86
33,Female,3.0,221
79,Male,3.0,54
36,Other,,49
6,Female,4.0,102
51,Female,4.0,63
82,Female,4.0,27
88,Other,4.0,69
26,Other,3.0,58
79,Male,3.0,186
31,Prefer not to say,5.0,28
71,Prefer not to say,4.0,92
85,Male,5.0,47
60,Prefer not to say,5.0,59
25,Prefer not to say,5.0,36
51,Male,4.0,15
84,Male,,76
63,Male,4.0,35
88,Female,4.0,175
10,Male,3.0,59
23,Female,4.0,41
61,Other,5.0,16
73,Male,3.0,39
7,Prefer not to say,4.0,59
5,Prefer not to say,3.0,9
62,Prefer not to say,2.0,138
42,Prefer not to say,2.0,7
19,Female,3.0,57
38,Other,,170
65,Male,3.0,53
39,Male,5.0,70
68,Other,2.0,82
29,Prefer not to say,1.0,93
28,Male,3.0,139
16,Other,3.0,18
22,Prefer not to say,4.0,73
19,Male,1.0,10
84,Prefer not to say,5.0,77
31,Other,3.0,86
76,Female,2.0,202
64,Prefer not to say,5.0,192
50,Prefer not to say,5.0,44
21,Female,2.0,29
57,Other,4.0,6
12,Other,4.0,45
83,Female,5.0,17
31,Prefer not to say,5.0,23
50,Female,5.0,69
54,Female,4.0,68
75,Female,1.0,67
7,Male,3.0,91
68,Female,5.0,53
48,Prefer not to say,4.0,90
57,Prefer not to say,2.0,151
28,Prefer not to say,5.0,94
64,Female,2.0,54
7,Male,3.0,43
24,Male,1.0,40
50,Male,3.0,79
19,Female,5.0,48
29,Other,4.0,5
82,Female,3.0,39
75,Other,4.0,95
21,Male,1.0,49
88,Prefer not to say,4.0,87
13,Male,1.0,19
42,Prefer not to say,3.0,43
52,Prefer not to say,3.0,168
64,Male,5.0,10
67,Female,2.0,15
6,Other,4.0,63
76,Prefer not to say,4.0,77
15,Female,,16
68,Female,3.0,23
81,Male,2.0,68
85,Male,1.0,7
76,Male,5.0,70
25,Male,5.0,53
22,Prefer not to say,3.0,27
68,Male,2.0,49
86,Male,4.0,52
42,Female,4.0,49
36,Female,4.0,7
15,Other,5.0,97
49,Female,3.0,74
37,Male,3.0,24
45,Male,2.0,33
12,Other,3.0,54
15,Male,4.0,115
55,Other,4.0,84
45,Other,4.0,41
21,Male,4.0,1
80,Female,4.0,15
50,Female,4.0,22
36,Female,5.0,126
83,Other,4.0,30
84,Female,4.0,59
58,Other,5.0,29
24,Prefer not to say,4.0,113
37,Other,3.0,28
78,Male,4.0,65
44,Male,4.0,34
36,Female,5.0,96
6,Male,4.0,67
37,Female,3.0,31
81,Prefer not to say,3.0,132
34,Other,4.0,43
37,Male,4.0,76
81,Female,2.0,61
30,Prefer not to say,1.0,69
26,Male,5.0,69
70,Male,4.0,65
42,Prefer not to say,3.0,21
50,Other,4.0,24
19,Male,5.0,90
48,Prefer not to say,4.0,75
53,Female,5.0,73
79,Male,3.0,22
65,Other,4.0,48
71,Other,4.0,54
10,Prefer not to say,3.0,20
13,Other,4.0,18
10,Female,4.0,55
77,Prefer not to say,4.0,29
36,Prefer not to say,4.0,18
45,Other,4.0,69
80,Other,3.0,23
12,Prefer not to say,4.0,32
76,Female,1.0,32
54,Female,5.0,29
66,Female,4.0,65
88,Female,4.0,86
66,Female,5.0,49
11,Prefer not to say,4.0,61
79,Prefer not to say,5.0,93
88,Male,1.0,20
84,Other,2.0,15
8,Female,4.0,79
10,Other,5.0,107
62,Prefer not to say,3.0,68
26,Male,4.0,36
30,Prefer not to say,3.0,32
7,Male,5.0,108
45,Prefer not to say,5.0,122
64,Female,4.0,29
18,Other,5.0,99
79,Other,4.0,44
86,Male,2.0,17
16,Male,4.0,70
16,Prefer not to say,4.0,40
17,Male,3.0,18
29,Female,2.0,58
49,Prefer not to say,5.0,43
23,Female,4.0,12
59,Male,5.0,51
49,Other,4.0,53
12,Female,1.0,21
57,Prefer not to say,5.0,77
59,Other,3.0,70
36,Male,4.0,38
55,Female,4.0,35
48,Male,1.0,21
86,Female,5.0,45
74,Other,4.0,15
22,Prefer not to say,4.0,63
87,Male,4.0,36
26,Other,5.0,100
41,Other,5.0,37
60,Prefer not to say,,32
63,Prefer not to say,3.0,73
7,Other,4.0,83
32,Female,3.0,71
78,Other,2.0,45
39,Other,5.0,104
65,Female,4.0,9
58,Male,5.0,66
67,Other,4.0,10
83,Female,1.0,107
11,Male,1.0,65
80,Female,4.0,35
53,Female,4.0,45
89,Female,5.0,29
35,Male,,38
62,Male,5.0,75
65,Other,3.0,154
28,Other,3.0,114
24,Other,1.0,47
41,Other,4.0,7
8,Other,3.0,72
24,Male,4.0,43
64,Prefer not to say,3.0,37
28,Female,4.0,6
54,Other,4.0,42
53,Female,5.0,84
55,Female,4.0,10
40,Other,3.0,70
70,Female,4.0,73
83,Female,5.0,39
38,Prefer not to say,4.0,98
40,Female,4.0,85
10,Female,5.0,10
43,Prefer not to say,5.0,28
46,Female,5.0,19
62,Female,4.0,11
16,Female,4.0,65
7,Female,4.0,56
22,Female,5.0,116
44,Female,5.0,29
25,Male,4.0,26
19,Prefer not to say,2.0,12
30,Male,4.0,60
12,Male,5.0,167
46,Prefer not to say,5.0,73
48,Prefer not to say,2.0,68
18,Female,5.0,11
82,Other,2.0,17
6,Other,,15
41,Male,4.0,179
73,Female,5.0,110
42,Other,2.0,79
45,Prefer not to say,2.0,60
66,Prefer not to say,5.0,20
64,Other,4.0,87
18,Female,,34
88,Female,2.0,26
6,Male,1.0,104
74,Prefer not to say,3.0,84
21,Female,2.0,103
32,Prefer not to say,2.0,70
70,Male,5.0,42
39,Female,5.0,11
9,Female,4.0,35
69,Other,1.0,126
44,Prefer not to say,5.0,11
80,Female,4.0,30
60,Male,4.0,20
40,Prefer not to say,4.0,61
49,Female,5.0,35
27,Prefer not to say,5.0,94
51,Male,5.0,28
35,Other,5.0,15
15,Other,3.0,2
14,Male,5.0,39
71,Prefer not to say,3.0,86
18,Male,4.0,31
84,Other,5.0,13
78,Prefer not to say,5.0,26
14,Prefer not to say,4.0,37
80,Female,2.0,18
5,Female,5.0,45
9,Female,4.0,57
24,Female,4.0,34
12,Female,4.0,76
47,Male,3.0,96
80,Male,2.0,27
5,Prefer not to say,3.0,54
61,Prefer not to say,5.0,33
68,Female,2.0,46
88,Other,4.0,44
32,Other,3.0,29
41,Prefer not to say,3.0,19
51,Prefer not to say,4.0,39
80,Prefer not to say,4.0,72
41,Female,5.0,21
53,Prefer not to say,5.0,55
48,Female,5.0,36
60,Male,5.0,27
32,Prefer not to say,4.0,28
83,Other,3.0,35
10,Female,3.0,42
65,Male,5.0,78
24,Male,3.0,22
82,Female,4.0,18
6,Female,3.0,25
77,Male,,13
41,Male,5.0,22
24,Male,3.0,11
30,Female,3.0,72
33,Prefer not to say,2.0,76
5,Male,4.0,41
39,Male,4.0,35
74,Other,4.0,139
63,Prefer not to say,3.0,54
73,Female,4.0,59
37,Male,3.0,27
55,Female,4.0,128
82,Prefer not to say,3.0,31
16,Prefer not to say,3.0,36
24,Prefer not to say,4.0,46
57,Other,3.0,12
47,Male,4.0,125
54,Prefer not to say,2.0,37
33,Female,,73
61,Other,4.0,36
43,Prefer not to say,4.0,24
60,Prefer not to say,4.0,53
47,Female,3.0,52
54,Other,,112
27,Female,3.0,94
48,Male,4.0,87
42,Prefer not to say,3.0,42
88,Female,4.0,108
27,Other,1.0,13
49,Male,,19
56,Prefer not to say,4.0,81
84,Prefer not to say,4.0,2
54,Other,4.0,25
12,Female,4.0,80
89,Female,4.0,63
5,Prefer not to say,3.0,42
12,Male,4.0,12
33,Female,5.0,31
9,Other,2.0,197
51,Prefer not to say,3.0,21
38,Male,5.0,90
69,Other,5.0,63
59,Male,5.0,70
47,Male,2.0,5
78,Prefer not to say,2.0,21
34,Male,5.0,1
86,Female,5.0,24
21,Female,5.0,16
30,Male,5.0,105
12,Prefer not to say,5.0,27
51,Prefer not to say,,33
80,Male,,14
76,Female,5.0,65
50,Female,4.0,35
72,Prefer not to say,3.0,70
37,Prefer not to say,2.0,95
5,Other,,35
23,Other,5.0,87
35,Male,5.0,3
84,Male,5.0,76
18,Prefer not to say,5.0,158
57,Prefer not to say,3.0,38
52,Other,3.0,72
73,Male,4.0,31
66,Other,4.0,99
70,Other,4.0,61
68,Other,4.0,123
74,Female,4.0,77
67,Male,4.0,88
77,Other,4.0,40
37,Female,3.0,60
45,Female,4.0,39
52,Male,4.0,34
17,Other,2.0,27
77,Prefer not to say,3.0,13
81,Male,4.0,43
35,Other,4.0,22
79,Other,5.0,33
72,Female,2.0,10
8,Other,2.0,14
23,Female,5.0,52
74,Other,4.0,54
86,Prefer not to say,4.0,30
17,Male,5.0,9
27,Other,3.0,50
87,Female,4.0,78
79,Female,4.0,23
5,Female,,60
58,Female,3.0,74
75,Female,2.0,56
89,Female,1.0,71
19,Male,3.0,84
69,Other,1.0,138
80,Male,3.0,51
75,Male,4.0,179
19,Male,,10
25,Prefer not to say,4.0,49
23,Other,2.0,95
64,Male,4.0,65
37,Female,5.0,33
53,Other,4.0,140
39,Male,4.0,59
48,Male,,17
15,Prefer not to say,5.0,23
76,Other,2.0,49
82,Other,,17
78,Female,3.0,57
70,Female,2.0,61
50,Other,3.0,145
13,Female,4.0,96
7,Female,4.0,156
89,Male,4.0,28
30,Female,3.0,80
76,Prefer not to say,4.0,64
52,Male,5.0,13
70,Female,2.0,68
74,Male,4.0,12
32,Female,,51
30,Female,5.0,79
29,Female,4.0,16
16,Male,4.0,92
9,Other,5.0,47
52,Female,4.0,109
41,Prefer not to say,3.0,72
83,Female,4.0,42
48,Other,,4
19,Male,4.0,79
47,Female,5.0,16
52,Prefer not to say,5.0,55
74,Male,5.0,63
50,Female,4.0,47
47,Male,4.0,40
25,Male,4.0,70
27,Other,4.0,35
84,Male,3.0,38
51,Female,5.0,29
19,Other,4.0,3
29,Other,4.0,46
40,Male,4.0,134
79,Male,5.0,49
55,Female,4.0,86
19,Prefer not to say,4.0,115
72,Other,4.0,39
25,Other,2.0,50
17,Other,4.0,112
23,Male,1.0,63
38,Prefer not to say,5.0,90
82,Female,4.0,33
72,Female,3.0,27
56,Other,,21
31,Male,4.0,47
33,Prefer not to say,2.0,121
32,Female,5.0,206
39,Female,4.0,122
12,Male,4.0,116
20,Female,2.0,32
40,Other,3.0,14
34,Male,1.0,55
22,Other,3.0,98
6,Other,4.0,68
53,Prefer not to say,4.0,46
81,Male,5.0,21
8,Female,,131
79,Other,4.0,56
11,Prefer not to say,3.0,19
78,Female,4.0,94
43,Female,5.0,6
17,Female,4.0,24
35,Female,3.0,101
75,Prefer not to say,4.0,99
67,Prefer not to say,2.0,80
60,Female,4.0,53
46,Male,4.0,69
65,Prefer not to say,3.0,54
46,Female,3.0,13
60,Prefer not to say,,46
40,Prefer not to say,,6
88,Female,5.0,22
72,Other,2.0,78
11,Male,4.0,18
58,Prefer not to say,2.0,46
5,Female,5.0,99
48,Female,3.0,19
49,Other,4.0,102
51,Prefer not to say,4.0,101
17,Male,5.0,52
26,Male,5.0,73
25,Other,,72
13,Male,4.0,73
30,Male,4.0,31
13,Female,3.0,23
19,Other,3.0,58
14,Prefer not to say,1.0,13
46,Other,2.0,34
76,Male,5.0,130
28,Female,4.0,102
84,Prefer not to say,1.0,33
53,Male,4.0,82
30,Female,,37
41,Male,3.0,45
72,Male,,107
54,Other,4.0,49
28,Male,3.0,33
23,Prefer not to say,5.0,13
64,Male,5.0,46
43,Other,4.0,65
78,Female,3.0,98
22,Male,5.0,52
23,Male,5.0,145
40,Other,4.0,35
78,Female,4.0,63
59,Male,4.0,19
73,Male,5.0,121
51,Prefer not to say,2.0,52
53,Other,4.0,61
37,Female,3.0,63
25,Male,4.0,84
85,Other,4.0,115
26,Other,5.0,64
52,Other,4.0,120
41,Female,4.0,17
19,Other,4.0,3
39,Male,3.0,56
75,Male,4.0,22
36,Female,3.0,59
15,Male,4.0,25
14,Female,4.0,49
77,Male,4.0,85
82,Other,4.0,15
81,Male,5.0,35
61,Other,1.0,17
29,Female,5.0,12
6,Prefer not to say,4.0,143
68,Other,4.0,73
39,Other,5.0,18
11,Prefer not to say,3.0,49
89,Prefer not to say,2.0,57
22,Male,4.0,49
71,Female,4.0,130
46,Male,4.0,60
43,Female,5.0,60
45,Prefer not to say,4.0,139
79,Other,4.0,41
28,Female,4.0,39
64,Female,4.0,29
50,Female,5.0,204
23,Prefer not to say,3.0,96
72,Prefer not to say,2.0,93
46,Male,4.0,15
36,Other,4.0,24
43,Other,3.0,38
40,Male,4.0,57
40,Female,2.0,16
7,Prefer not to say,4.0,19
77,Other,2.0,96
12,Other,5.0,33
74,Other,4.0,64
45,Female,4.0,9
72,Male,5.0,86
17,Male,4.0,92
53,Other,1.0,41
64,Female,5.0,76
6,Prefer not to say,4.0,45
64,Other,5.0,152
9,Male,4.0,26
48,Female,1.0,114
31,Male,2.0,18
36,Other,3.0,34
25,Prefer not to say,4.0,67
12,Male,4.0,29
76,Female,4.0,55
54,Prefer not to say,4.0,16
71,Female,5.0,99
48,Female,4.0,39
62,Male,3.0,18
7,Female,5.0,78
74,Male,2.0,8
6,Female,4.0,45
48,Male,1.0,1
6,Male,4.0,22
85,Prefer not to say,4.0,30
39,Male,5.0,107
34,Female,3.0,39
12,Male,5.0,175
26,Prefer not to say,3.0,43
48,Female,4.0,39
62,Prefer not to say,5.0,80
40,Other,4.0,42
73,Female,4.0,174
81,Other,5.0,50
35,Female,,95
51,Other,3.0,81
59,Male,4.0,32
84,Other,4.0,24
66,Prefer not to say,3.0,62
34,Prefer not to say,4.0,44
59,Other,3.0,55
20,Male,3.0,39
16,Other,5.0,31
21,Female,1.0,84
20,Female,4.0,108
16,Other,4.0,7
12,Other,4.0,7
88,Female,4.0,53
7,Female,3.0,90
20,Other,5.0,21
34,Male,2.0,44
27,Male,5.0,50
9,Female,3.0,43
88,Prefer not to say,2.0,29
69,Male,2.0,17
34,Other,5.0,81
25,Female,,92
88,Male,4.0,62
74,Male,5.0,72
26,Male,4.0,52
86,Prefer not to say,3.0,32
76,Female,2.0,75
36,Other,2.0,38
37,Other,5.0,58
20,Female,5.0,22
80,Prefer not to say,5.0,98
42,Male,5.0,107
18,Prefer not to say,5.0,36
40,Other,4.0,17
27,Male,3.0,25
70,Other,5.0,56
89,Other,4.0,42
6,Other,4.0,83
77,Prefer not to say,1.0,69
69,Male,5.0,118
79,Male,5.0,46
71,Prefer not to say,4.0,21
56,Male,5.0,5
66,Male,1.0,45
27,Male,2.0,92
30,Prefer not to say,2.0,46
72,Female,4.0,96
86,Other,4.0,54
59,Other,4.0,42
10,Prefer not to say,5.0,39
39,Female,2.0,13
26,Other,4.0,45
47,Female,2.0,14
19,Female,2.0,28
64,Prefer not to say,5.0,41
16,Female,4.0,214
53,Other,3.0,57
46,Female,3.0,24
42,Other,4.0,79
86,Male,4.0,138
49,Prefer not to say,,115
39,Male,4.0,38
34,Female,,78
34,Female,5.0,144
82,Prefer not to say,3.0,19
10,Male,3.0,39
71,Male,3.0,66
84,Male,4.0,87
11,Prefer not to say,4.0,4
56,Female,5.0,21
18,Male,3.0,64
77,Female,4.0,15
19,Female,5.0,49
25,Female,4.0,34
39,Prefer not to say,5.0,33
70,Other,5.0,39
6,Prefer not to say,5.0,17
39,Female,4.0,44
86,Prefer not to say,1.0,129
82,Male,5.0,13
24,Male,4.0,57
86,Prefer not to say,4.0,7
14,Female,4.0,6
29,Other,4.0,24
70,Other,3.0,12
29,Female,5.0,53
58,Other,3.0,108
37,Female,1.0,95
40,Prefer not to say,3.0,33
18,Male,3.0,53
69,Prefer not to say,,31
84,Other,4.0,40
58,Female,4.0,22
56,Other,5.0,71
7,Other,4.0,43
45,Other,4.0,29
10,Prefer not to say,2.0,23
29,Prefer not to say,4.0,22
17,Male,4.0,97
12,Prefer not to say,4.0,138
25,Male,2.0,42
72,Other,4.0,106
29,Male,1.0,22
83,Male,4.0,227
72,Prefer not to say,4.0,13
49,Prefer not to say,4.0,13
64,Other,5.0,227
16,Prefer not to say,3.0,4
36,Prefer not to say,4.0,64
17,Prefer not to say,3.0,14
35,Other,5.0,122
82,Prefer not to say,4.0,137
24,Other,2.0,17
22,Female,3.0,89
64,Male,5.0,15
67,Female,,95
10,Female,4.0,35
36,Female,2.0,183
47,Male,4.0,51
6,Prefer not to say,2.0,76
64,Other,4.0,174
27,Prefer not to say,5.0,62
87,Male,3.0,10
35,Other,3.0,144
9,Female,4.0,28
87,Female,1.0,60
38,Female,3.0,23
14,Prefer not to say,1.0,13
6,Prefer not to say,5.0,58
15,Female,4.0,54
54,Female,5.0,50
35,Other,3.0,138
60,Female,3.0,64
83,Female,2.0,61
77,Other,5.0,40
87,Male,3.0,161
13,Prefer not to say,4.0,48
25,Female,3.0,108
77,Other,1.0,20
32,Prefer not to say,5.0,46
66,Female,5.0,19
11,Other,5.0,49
84,Male,3.0,33
20,Prefer not to say,5.0,87
8,Female,4.0,19
8,Female,5.0,22
44,Male,3.0,156
21,Prefer not to say,,12
56,Prefer not to say,5.0,71
56,Male,5.0,51
40,Male,4.0,9
42,Prefer not to say,5.0,9
54,Other,2.0,63
67,Female,4.0,71
67,Prefer not to say,5.0,73
66,Other,5.0,36
11,Male,4.0,67
31,Female,4.0,132
18,Male,5.0,88
75,Male,5.0,153
9,Other,5.0,74
59,Other,4.0,14
6,Prefer not to say,4.0,78
66,Prefer not to say,4.0,73
25,Female,3.0,61
83,Other,4.0,23
25,Female,2.0,44
14,Prefer not to say,5.0,52
62,Male,5.0,41
43,Female,4.0,23
9,Prefer not to say,4.0,34
69,Male,2.0,107
17,Prefer not to say,3.0,130
89,Prefer not to say,5.0,4
89,Other,4.0,135
57,Male,,114
86,Other,4.0,14
49,Prefer not to say,5.0,84
